Record Type,School,Charter Yes/No,Public Yes/No,Street City,Street Zip,
School,Delta Charter,Y,Y,Tracy,95304-8824,
School,Delta Charter Online,Y,Y,Tracy,95304-8824,
School,Delta Home Charter,Y,Y,Tracy,95304-8798,
School,Delta Keys Charter,Y,Y,Tracy,95304-8824,
School,"Humphreys College Academy of Business, Law and Education",Y,Y,Stockton,95207-3871,
School,Insight @ San Joaquin,Y,Y,Simi Valley,93065-1800,
School,Valley View Charter Prep,Y,Y,Tracy,95304-8259,
School,California Connections Academy Northern California,Y,Y,Ripon,95366-9514,
School,Harvest High,N,Y,Ripon,95366-2320,
School,Ripon Christian,N,N,Ripon,95366-2332,
School,Ripon High,N,Y,Ripon,95366-2403,
School,Sierra View Christian,N,N,Ripon,95366-3630,
School,Aspire Langston Hughes Academy,Y,Y,Stockton,95205-3358,
School,Aspire Stockton 6-12 Secondary Academy,Y,Y,Stockton,95206-3319,
School,Cesar Chavez High,N,Y,Stockton,95212-2732,
School,Chestnut Integrity Schoolhouse,N,N,Information Redacted,Information Redacted,
School,Edison High,N,Y,Stockton,95206-2016,
School,Edward C. Merlo Institute of Environmental Studies,N,Y,Stockton,95206-2352,
School,Franklin High,N,Y,Stockton,95215-4820,
School,Health Careers Academy,Y,Y,Stockton,95203-2243,
School,Jane Frederick High,N,Y,Stockton,95205-4916,
School,KIPP Stockton Kindergarten-12 Grade,Y,Y,Stockton,95206-2966,
School,Pacific Law Academy,Y,Y,Stockton,95207-7804,
School,Saint Mary's High School,N,N,Stockton,95207-4459,
School,Sierra School of San Joaquin,N,N,Stockton,95205-2725,
School,Stagg Senior High,N,Y,Stockton,95207-7804,
School,Stockton Accelerated Institute of Learning,N,N,Stockton,95202-1012,
School,Stockton Collegiate International Secondary,Y,Y,Stockton,95202-3002,
School,Stockton Early College Academy,Y,Y,Stockton,95202-1107,
School,Stockton Educational Center,N,N,Lodi,95242-9309,
School,Stockton High,N,Y,Stockton,95202-3118,
School,Weber Institute,N,Y,Stockton,95203-3124,
School,Duncan-Russell Continuation,N,Y,Tracy,95376-2614,
School,George and Evelyn Stein Continuation,N,Y,Tracy,95376,
School,John C. Kimball High,N,Y,Tracy,95377-7216,
School,Merrill F. West High,N,Y,Tracy,95376-2200,
School,Millennium Charter,Y,Y,Tracy,95376-3191,
School,Tracy High,N,Y,Tracy,95376-4017,
School,Tracy Independent Study Charter,Y,Y,Tracy,95376-2238,
School,Atascadero Choices in Education Academy (ACE),N,Y,Atascadero,93422-8867,
School,Atascadero High,N,Y,Atascadero,93422-4189,
School,North County Christian,N,N,Atascadero,93422-4101,
School,Paloma Creek High,N,Y,Atascadero,93422-8867,
School,Coast Union High,N,Y,Cambria,93428-3506,
School,Leffingwell High (Continuation),N,Y,Cambria,93428-3524,
School,Arroyo Grande High,N,Y,Arroyo Grande,93420-3928,
School,Central Coast New Tech High,N,Y,Nipomo,93444-9086,
School,Coastal Christian School,N,N,Pismo Beach,93449-3287,
School,Highland Preparatory School,N,N,Santa Maria,93455-3033,
School,Lopez Continuation High,N,Y,Arroyo Grande,93420-3311,
School,Nipomo High,N,Y,Nipomo,93444-9086,
School,Pacific View Academy,N,Y,Arroyo Grande,93420-5592,
School,Valley View Junior Academy,N,N,Arroyo Grande,93420-2629,
School,ACTS Advanced Christian Training Schools,N,N,Atascadero,93422-7701,
School,Calvary Christian,N,N,Paso Robles,93446-4770,
School,Independence High,N,Y,Paso Robles,93446-4858,
School,Liberty High (Continuation),N,Y,Paso Robles,93446-4858,
School,Paso Robles High,N,Y,Paso Robles,93446-3409,
School,Paso Robles Independent Study Center,N,Y,Paso Robles,93446-1206,
School,Lindamood-Bell Academy,N,N,San Luis Obispo,93401-3833,
School,Mission College Preparatory Catholic High School,N,N,San Luis Obispo,93401-3518,
School,Morro Bay High,N,Y,Morro Bay,93442-1516,
School,Pacific Beach High,N,Y,San Luis Obispo,93405-6861,
School,San Luis Obispo High,N,Y,San Luis Obispo,93401-3060,
School,Grizzly ChalleNGe Charter,Y,Y,San Luis Obispo,93405-7605,
School,Shandon High,N,Y,Shandon,93461-0079,
School,Eagle Canyon High,N,Y,Templeton,93465-9419,
School,Templeton High,N,Y,Templeton,93465-9421,
School,Templeton Home,N,Y,Templeton,93465-5003,
School,Templeton Independent Study High,N,Y,Templeton,93465-5063,
School,Vineyard Classical Academy,N,N,Information Redacted,Information Redacted,
School,The Avalon Academy,N,N,Burlingame,94010-1604,
School,Half Moon Bay High,N,Y,Half Moon Bay,94019,
School,Main Street Scholars,N,N,Half Moon Bay,94019-1731,
School,Pilarcitos Alternative High (Continuation),N,Y,Half Moon Bay,94019-6102,
School,California Virtual Academy San Mateo,Y,Y,Simi Valley,93065-1800,
School,Jefferson High,N,Y,Daly City,94014-2035,
School,Oceana High,N,Y,Pacifica,94044-2436,
School,Spectrum Center Peninsula Campus,N,N,Pacifica,94044-4114,
School,Summit Public School: Shasta,Y,Y,Daly City,94015-4132,
School,Terra Nova High,N,Y,Pacifica,94044-3615,
School,Thornton High,N,Y,Daly City,94014-2643,
School,Westmoor High,N,Y,Daly City,94015-3843,
School,Pescadero High,N,Y,Pescadero,94060-0730,
School,Chesterton Academy of St. James,N,N,Menlo Park,94025-3563,
School,Pacific Bay Christian School,N,N,Pacifica,94044-3545,
School,Pacifica Independent Home Study,N,Y,Pacifica,94044-4114,
School,Los Robles-Ronald McNair Academy,N,Y,East Palo Alto,94303-1040,
School,Open Mind School,N,N,Menlo Park,94025-1412,
School,Orion Alternative,N,Y,Redwood City,94063-1360,
School,Arbor Bay,N,N,San Carlos,94070-3862,
School,Oxford Day Academy,Y,Y,East Palo Alto,94303-2005,
School,Aragon High,N,Y,San Mateo,94402-3357,
School,Burlingame High,N,Y,Burlingame,94010-2708,
School,Capuchino High,N,Y,San Bruno,94066-5451,
School,Crystal Springs Uplands School,N,N,Hillsborough,94010-6946,
School,Design Tech High,Y,Y,Redwood City,94065,
School,Fusion Academy,N,N,San Mateo,94403-1270,
School,Futures Academy - San Mateo,N,N,San Mateo,94404-4066,
School,Hillsdale High,N,Y,San Mateo,94403-3800,
School,Junipero Serra High School,N,N,San Mateo,94403-1335,
School,Mercy High,N,N,Burlingame,94010-5546,
School,Mills High,N,Y,Millbrae,94030-3024,
School,Peninsula High (Continuation),N,Y,Burlingame,94010-1503,
School,San Mateo High,N,Y,San Mateo,94401-1700,
School,Stanbridge Academy,N,N,San Mateo,94401-1715,
School,Pacific Rim International Middle/High School,N,N,San Mateo,94401-1653,
School,Carlmont High,N,Y,Belmont,94002-3585,
School,East Palo Alto Academy,Y,Y,East Palo Alto,94303,
School,Eastside College Preparatory School,N,N,East Palo Alto,94303-2013,
School,Everest Public High,Y,Y,Redwood City,94063-3727,
School,KIPP Esperanza High,Y,Y,East Palo Alto,94303-1748,
School,Lydian Academy,N,N,Menlo Park,94025-4807,
School,Menlo,N,N,Atherton,94027-4401,
School,Menlo-Atherton High,N,Y,Atherton,94025-3438,
School,MiaPrep Online High School,N,N,Menlo Park,94025-5304,
School,Mid-Peninsula Education Center,N,N,Menlo Park,94025-1516,
School,Notre Dame High School,N,N,Belmont,94002-1995,
School,Redwood High,N,Y,Redwood City,94063-1073,
School,"Sacred Heart Schools, Atherton",N,N,Atherton,94027-4402,
School,Sequoia High,N,Y,Redwood City,94062-1378,
School,Stanford Online High School,N,N,REDWOOD CITY,94063,
School,Summit Preparatory Charter High,Y,Y,Redwood City,94063-3105,
School,Tide Academy,N,Y,Menlo Park,94025-1115,
School,Wherry Academy,N,N,Redwood City,94063-3728,
School,Woodside High,N,Y,Woodside,94062-2306,
School,Woodside Priory,N,N,Portola Valley,94028-7851,
School,Baden High (Continuation),N,Y,South San Francisco,94080-3106,
School,El Camino High,N,Y,South San Francisco,94080-1214,
School,South San Francisco High,N,Y,South San Francisco,94080-4425,
School,The Ranch School,N,N,Ballard,93463-9754,
School,Family Partnership Charter,Y,Y,Santa Maria,93455-5146,
School,Trivium Charter,Y,Y,Santa Maria,93454-9145,
School,Trivium Charter School Adventure,Y,Y,Lompoc,93436-7105,
School,Trivium Charter School Voyage,Y,Y,Santa Barbara,93110-1709,
School,Carpinteria Family,N,Y,Carpinteria,93013-1414,
School,Carpinteria Senior High,N,Y,Carpinteria,93013-3084,
School,Cate School,N,N,Carpinteria,93013-3105,
School,California Connections Academy Central Coast,Y,Y,New Cuyama,93254-9719,
School,Cuyama Valley High,N,Y,New Cuyama,93254-9720,
School,Sierra Madre High (Continuation),N,Y,New Cuyama,93254-9720,
School,Saint Therese Classical Academy,N,N,Santa Barbara,93111-2637,
School,Laguna Blanca School,N,N,Santa Barbara,93110-2146,
School,Cabrillo High,N,Y,Lompoc,93436-1003,
School,Lompoc High,N,Y,Lompoc,93436-4401,
School,Lompoc Valley Baptist School,N,N,Lompoc,93436-4610,
School,Maple High,N,Y,Lompoc,93436-1819,
School,Mission Valley,N,Y,Lompoc,93436-3516,
School,Orcutt Academy Charter,Y,Y,Orcutt,93455-5300,
School,Orcutt School for Independent Study,N,Y,Casmalia,93429,
School,Turner Learning Center,N,N,Orcutt,93455-3834,
School,Alta Vista,N,Y,Santa Barbara,93101-1661,
School,Alta Vista Alternative High,N,Y,Santa Barbara,93101-1661,
School,Bishop Garcia Diego High School,N,N,Santa Barbara,93110-1412,
School,Dos Pueblos Senior High,N,Y,Goleta,93117-1351,
School,Eureka School of Santa Barbara,N,N,Santa Barbara,93105-2691,
School,La Cuesta Continuation High,N,Y,Santa Barbara,93101-2232,
School,San Marcos Senior High,N,Y,Santa Barbara,93110-1921,
School,Santa Barbara Middle School,N,N,Santa Barbara,93103-1809,
School,Santa Barbara Senior High,N,Y,Santa Barbara,93103-2384,
School,Sea School,N,N,Santa Barbara,93109-1819,
School,The Anacapa School,N,N,Santa Barbara,93101-2220,
School,Delta High,N,Y,Santa Maria,93455-4880,
School,Ernest Righetti High,N,Y,Santa Maria,93455-3318,
School,Pioneer Valley High,N,Y,Santa Maria,93454-9700,
School,Santa Maria High,N,Y,Santa Maria,93454-6603,
School,St. Joseph High,N,N,Santa Maria,93455-3398,
School,Eagles Christian Academy,N,N,Santa Maria,93458-4206,
School,Valley Christian Academy,N,N,Santa Maria,93455-7146,
School,Dunn School,N,N,Los Olivos,93441,
School,Midland School,N,N,Los Olivos,93441,
School,Refugio High,N,Y,Santa Ynez,93460-0398,
School,Santa Ynez Valley Union High,N,Y,Santa Ynez,93460,
School,Olive Grove Charter - Buellton,Y,Y,Buellton,93427-9645,
School,Olive Grove Charter - Lompoc,Y,Y,Lompoc,93436-4145,
School,Olive Grove Charter - Orcutt/Santa Maria,Y,Y,Orcutt,93455-5077,
School,Olive Grove Charter - Santa Barbara,Y,Y,Santa Barbara,93109-1520,
School,Vida International School,N,N,Solvang,93463-3640,
School,Adelante Dual Language Academy,N,Y,San Jose,95127-4649,
School,Adelante Dual Language Academy II,N,Y,San Jose,95116-3503,
School,HEART Academy,N,N,San Jose,95133-1924,
School,Learning in an Urban Community with High Achievement (L.U.C.H.A.),N,Y,San Jose,95116-3041,
School,Renaissance Academy,N,Y,San Jose,95122-1632,
School,Renaissance at Mathson,N,Y,San Jose,95116-3020,
School,Russo/McEntee Academy,N,Y,San Jose,95127-2320,
School,St. Thomas More,N,N,San Jose,95127-4754,
School,Berryessa Union Elementary,N,Y,San Jose,95132-2498,
School,Munchkin Academy and Advancing Minds,N,N,Information Redacted,Information Redacted,
School,Cambrian Academy,N,N,San Jose,95118-2009,
School,"Harker School, The",N,N,San Jose,95129-1361,
School,Pioneer Family Home School,N,N,Campbell,95008-1151,
School,S.A.G.E Academy,N,N,Campbell,95008,
School,Stellar Learning Academy,N,N,San Jose,95133-2622,
School,Beacon,N,N,San Jose,95124-6428,
School,Boynton High,N,Y,San Jose,95117-2006,
School,Branham High,N,Y,San Jose,95118-2201,
School,Del Mar High,N,Y,San Jose,95128-3529,
School,Leigh High,N,Y,San Jose,95124-5616,
School,Morgan Autism Center,N,N,San Jose,95126-3900,
School,Prospect High,N,Y,Saratoga,95070-3435,
School,Westmont High,N,Y,Campbell,95008-5725,
School,Futures Academy - Cupertino,N,N,Cupertino,95014-2463,
School,ACE Charter High,Y,Y,San Jose,95133-1703,
School,Alpha Cindy Avitia High,Y,Y,San Jose,95122-2314,
School,Andrew P. Hill High,N,Y,San Jose,95111-1332,
School,Apollo High,N,Y,San Jose,95122-1712,
School,B. Roberto Cruz Leadership Academy,Y,Y,San Jose,95127-3823,
School,Calero High,N,Y,San Jose,95123-4240,
School,Escuela Popular Accelerated Family Learning,Y,Y,San Jose,95127-1936,
School,"Escuela Popular/Center for Training and Careers, Family Learning",Y,Y,San Jose,95127-1612,
School,Evergreen Valley High,N,Y,San Jose,95148-3122,
School,Foothill High,N,Y,San Jose,95127-1862,
School,Independence High,N,Y,San Jose,95133-1703,
School,James Lick High,N,Y,San Jose,95127-1933,
School,KIPP San Jose Collegiate,Y,Y,San Jose,95133-1703,
School,Latino College Preparatory Academy,Y,Y,San Jose,95127-3823,
School,Luis Valdez Leadership Academy,Y,Y,San Jose,95122-3730,
School,Mt. Pleasant High,N,Y,San Jose,95127-4760,
School,Oak Grove High,N,Y,San Jose,95123-2048,
School,Peach Blossom School,N,N,San Jose,95123-3514,
School,Pegasus High,N,Y,San Jose,95133-1703,
School,Phoenix High,N,Y,San Jose,95123-4740,
School,Piedmont Hills High,N,Y,San Jose,95132-2497,
School,San Jose Conservation Corps Charter,Y,Y,San Jose,95112-2703,
School,Santa Teresa High,N,Y,San Jose,95123-4740,
School,Silver Creek High,N,Y,San Jose,95121-1845,
School,Sofos Preparatory Academy,N,N,San Jose,95121-2415,
School,William C. Overfelt High,N,Y,San Jose,95122-1712,
School,Yerba Buena High,N,Y,San Jose,95122-3730,
School,Liberty Baptist School,N,N,San Jose,95122-1354,
School,Archbishop Mitty High,N,N,San Jose,95129-1868,
School,Cupertino High,N,Y,Cupertino,95014-3411,
School,Fremont High,N,Y,Sunnyvale,94087-2556,
School,Happy Academy,N,N,San Jose,95129,
School,Homestead High,N,Y,Cupertino,95014-0203,
School,Legend College Preparatory,N,N,San Jose,95129-3068,
School,Lynbrook High,N,Y,San Jose,95129-4172,
School,Monta Vista High,N,Y,Cupertino,95014-4055,
School,The King's Academy,N,N,Sunnyvale,94085-3841,
School,Christopher High,N,Y,Gilroy,95020-9324,
School,Dr. TJ Owens Gilroy Early College Academy,N,Y,Gilroy,95020,
School,Gilroy High,N,Y,Gilroy,95020-6333,
School,Mt. Madonna High,N,Y,Gilroy,95020-7531,
School,Fusion Academy,N,N,Los Gatos,95030-6035,
School,Los Gatos High,N,Y,Los Gatos,95030-6917,
School,Saratoga High,N,Y,Saratoga,95070-4950,
School,Calaveras Hills,N,Y,Milpitas,95035-5707,
School,Excel High School,N,N,Milpitas,95035-6107,
School,Milpitas High,N,Y,Milpitas,95035-3221,
School,Milpitas Middle College High,N,Y,Milpitas,95035-3248,
School,Roy School,N,N,Milpitas,95035-3879,
School,Sam's School for Gifted Children,N,N,Milpitas,95035-3324,
School,Stratford Preparatory Blackford,N,N,San Jose,95117-1928,
School,Ann Sobrato High,N,Y,Morgan Hill,95037-2641,
School,Central High (Continuation),N,Y,Morgan Hill,95037-2504,
School,Live Oak High,N,Y,Morgan Hill,95037-3217,
School,Regina Angelorum Academy,N,N,Morgan Hill,95037-3081,
School,Spring Academy,N,N,Hollister,95023-9161,
School,Valley Oak Private School,N,N,Morgan Hill,95037-2917,
School,German International School of Silicon Valley,N,N,Mountain View,94043-3711,
School,Alta Vista High,N,Y,Mountain View,94040-4527,
School,Los Altos High,N,Y,Los Altos,94022-2206,
School,Mountain View Academy,N,N,Mountain View,94041-1210,
School,Mountain View High,N,Y,Mountain View,94040-4559,
School,School for Independent Learners,N,N,Los Altos,94022-1308,
School,St. Francis High School,N,N,Mountain View,94040-4029,
School,Waldorf School Of the Peninsula,N,N,Mountain View,94043-4222,
School,Indigo,N,Y,San Jose,95123-3234,
School,Kinship Academy,N,N,San Jose,95123-3620,
School,San Jose Christian School,N,N,San Jose,95112-1241,
School,Castilleja School,N,N,Palo Alto,94301-3507,
School,Esther B. Clark School Palo Alto,N,N,Palo Alto,94304-2300,
School,Fusion Academy Palo Alto,N,N,Palo Alto,94303-3236,
School,Greendell,N,Y,Palo Alto,94303-4741,
School,Henry M. Gunn High,N,Y,Palo Alto,94306-3827,
School,Kehillah Jewish High School,N,N,Palo Alto,94303-4605,
School,Meira Academy,N,N,Palo Alto,94303-4606,
School,Packard Children's Hospital/Stanford,N,Y,Palo Alto,94304-1601,
School,Palo Alto High,N,Y,Palo Alto,94301-2321,
School,Palo Alto Preparatory School,N,N,Mountain View,94043-2367,
School,Pinewood Private–Upper Campus,N,N,Los Altos Hills,94022-1919,
School,Shalem,N,N,Palo Alto,94306-4003,
School,The VR School,N,N,Palo Alto,94306-1921,
School,Abraham Lincoln High,N,Y,San Jose,95126-2002,
School,BASIS Independent Silicon Valley,N,N,San Jose,95126-3449,
School,Bellarmine College Preparatory,N,N,San Jose,95126-1215,
School,Broadway High,N,Y,San Jose,95118-3769,
School,Cristo Rey San Jose Jesuit High School,N,N,San Jose,95116-2343,
School,Downtown College Preparatory,Y,Y,San Jose,95110-3617,
School,Esther B Clark School - South Bay,N,N,San Jose,95128-1332,
School,Gunderson High,N,Y,San Jose,95136-2830,
School,Leland High,N,Y,San Jose,95120-2142,
School,Liberty (Alternative),N,Y,San Jose,95136-2725,
School,Middle College High,N,Y,San Jose,95128-2723,
School,Notre Dame High School San Jose,N,N,San Jose,95112-5707,
School,One World Montessori School,N,N,San Jose,95118-1209,
School,Pine Hill School (Second Start Learning Disabilities),N,N,San Jose,95118-2408,
School,Pioneer High,N,Y,San Jose,95118-3126,
School,Presentation High School,N,N,San Jose,95125-4767,
School,RENAISSANCE LEARNER ACADEMY,N,N,SAN JOSE,95128,
School,San Jose High,N,Y,San Jose,95116-1143,
School,Spectrum Center Schools and Programs,N,N,San Jose,95125-6233,
School,St Anne School,N,N,San Jose,95127-2439,
School,Willow Glen High,N,Y,San Jose,95125-3502,
School,Downtown College Prep - Alum Rock,Y,Y,San Jose,95122-1703,
School,Opportunity Youth Academy,Y,Y,San Jose,95131-2304,
School,Summit Public School: Denali,Y,Y,Sunnyvale,94089-2114,
School,Summit Public School: Tahoma,Y,Y,San Jose,95123-2048,
School,University Preparatory Academy Charter,Y,Y,San Jose,95125-2005,
School,Adrian Wilcox High,N,Y,Santa Clara,95051-1153,
School,Avenues The World School,N,N,Santa Clara,95054,
School,Kathleen MacDonald High,N,Y,San Jose,95134,
School,Live Oak Academy,N,N,Santa Clara,95050-9512,
School,Mission Early College High,N,Y,Santa Clara,95054-1804,
School,New Valley Continuation High,N,Y,Santa Clara,95051-2162,
School,North Valley Baptist School,N,N,Santa Clara,95054-1905,
School,QTD Education Services Silicon Valley,N,N,San Jose,95134,
School,Santa Clara High,N,Y,Santa Clara,95051-3736,
School,Silicon Valley Academy,N,N,Sunnyvale,94086-7031,
School,Wilson Alternative,N,Y,Santa Clara,95050-5215,
School,KIPP Navigate College Prep,Y,Y,San Jose,95127-4760,
School,Aptos High,N,Y,Aptos,95003-9641,
School,Ceiba College Preparatory Academy,Y,Y,Watsonville,95076,
School,Central Christian School,N,N,Watsonville,95076-4704,
School,Diamond Technology Institute,Y,Y,Watsonville,95076-3184,
School,Green Valley Christian School,N,N,Watsonville,95076-3004,
School,Monte Vista Christian,N,N,Watsonville,95076-9716,
School,Monterey Bay Academy,N,N,La Selva Beach,95076-1911,
School,Mount Madonna School,N,N,Watsonville,95076-9781,
School,OASIS: Outdoor Autism and Special Issues School,N,N,Freedom,95019-2951,
School,Pacific Coast Charter,Y,Y,Watsonville,95076-1300,
School,Pajaro Valley High,N,Y,Watsonville,95076-9453,
School,PVUSD Virtual Academy,N,Y,Watsonville,95076-4831,
School,Renaissance High Continuation,N,Y,La Selva Beach,95076-9638,
School,Seacliff Academy,N,N,Aptos,95003-3977,
School,"St. Francis High School Salesian College Preparatory, Inc.",N,N,Watsonville,95076-1427,
School,Watsonville High,N,Y,Watsonville,95076-4831,
School,Ocean Grove Charter,Y,Y,Boulder Creek,95006,
School,San Lorenzo Valley High,N,Y,Felton,95018-9718,
School,SLVUSD Charter,Y,Y,Ben Lomond,95005-9403,
School,Santa Cruz City Elementary Alternative Education-Monarch,N,Y,Santa Cruz,95062-1028,
School,Santa Cruz Waldorf School,N,N,Santa Cruz,95060-9746,
School,The Bay School,N,N,Santa Cruz,95062-2890,
School,Alternative Family Education,N,Y,Santa Cruz,95062-1028,
School,Ark Independent Studies,N,Y,Santa Cruz,95062-1028,
School,Beach High School,N,N,Soquel,95073-2537,
School,Costanoa Continuation High,N,Y,Santa Cruz,95062-1028,
School,Delta Charter,Y,Y,Aptos,95003-3119,
School,Georgiana Bruce Kirby Preparatory School,N,N,Santa Cruz,95060-2150,
School,Harbor High,N,Y,Santa Cruz,95062-1431,
School,Merit Academy,N,N,Soquel,95073-9420,
School,Santa Cruz High,N,Y,Santa Cruz,95060-3633,
School,Soquel High,N,Y,Soquel,95073-2213,
School,Pacific Collegiate Charter,Y,Y,Santa Cruz,95060-6225,
School,Santa Cruz County Career Advancement Charter,Y,Y,Freedom,95076,
School,Brite Horizons School,N,N,Scotts Valley,96066-2803,
School,Brite Horizons School,N,N,Scotts Valley,95060-2803,
School,California Connections Academy Monterey Bay,Y,Y,Scotts Valley,95066-4792,
School,Pacific Sands Academy,N,N,Scotts Valley,95066-4729,
School,Scotts Valley High,N,Y,Scotts Valley,95066-3262,
School,"Merton Academy International - Arts, Ecology, Space Science & Career Development",N,N,Felton,95018,
School,Santa Cruz Montessori,N,N,Aptos,95003-3118,
School,Anderson High,N,Y,Anderson,96007-3313,
School,Anderson New Technology High,Y,Y,Anderson,96007-3477,
School,North Valley High,N,Y,Anderson,96007-8291,
School,Oakview High (Alternative),N,Y,Anderson,96007-8645,
School,West Valley Early College High,N,Y,Cottonwood,96022-9205,
School,American Christian Academy,N,N,Anderson,96007-3599,
School,"Independent Educational Programs, Inc - Anderson",N,N,Anderson,96007-4244,
School,M7 Academy,N,N,Anderson,96007-8357,
School,Halkides Classical Academy,N,N,Information Redacted,Information Redacted,
School,Phoenix Charter Academy College View,Y,Y,Redding,96003-7909,
School,Redding School of the Arts,Y,Y,Redding,96003-8297,
School,Shasta View Academy,Y,Y,Redding,96003-8287,
School,California Adventure Academy,N,N,Redding,96001,
School,K-6 Academy,N,N,Millville,96062-9730,
School,Liberty Christian School Redding,N,N,Redding,96002-2312,
School,Redding Adventist Academy,N,N,Redding,96002-1216,
School,Redding Collegiate Academy,Y,Y,Redding,96002-2523,
School,Beacon Hill Christian Academy,N,N,Montgomery Creek,96065-9600,
School,Burney Junior-Senior High,N,Y,Burney,96013-4350,
School,Fall River Junior-Senior High,N,Y,McArthur,96056-8555,
School,Mountain View High (Continuation),N,Y,Burney,96013-4054,
School,Soldier Mountain High (Continuation),N,Y,McArthur,96056-8556,
School,Acton Academy Redding,N,N,Redding,96003-9701,
School,All Things Are Possible,N,N,Redding,96003-2242,
School,Central Valley High,N,Y,Shasta Lake,96019-9243,
School,Gateway Educational Options,N,Y,Redding,96003-1747,
School,J and B Academy,N,N,Shasta Lake,96019-9541,
School,Mountain Lakes High,N,Y,Shasta Lake,96019-8401,
School,Ridgeline Day School,N,N,Redding,96002-3546,
School,Shasta lake catholic school of the arts,N,N,Shasta Lake,96019-2301,
School,Spectrum Redding,N,N,Redding,96003-1765,
School,Redding Christian School,N,N,Palo Cedro,96073-9760,
School,Faithstones Academy,N,N,Millville,96062-9745,
School,Bridgeway Academy (John Scott),N,N,Redding,96002-3740,
School,HOPE Schools International,N,N,Redding,96002-4930,
School,Shasta Baptist Schools,N,N,Redding,96001-4879,
School,Stellar Charter,Y,Y,Redding,96001-4535,
School,Northern Summit Academy Shasta,Y,Y,Anderson,96007-3563,
School,Shasta County Independent Study,N,Y,Redding,96003-0307,
School,Enterprise High,N,Y,Redding,96002-2798,
School,Foothill High,N,Y,Palo Cedro,96073-8644,
School,Pioneer Continuation High,N,Y,Redding,96001-0365,
School,Shasta Charter Academy,Y,Y,Redding,96001-1937,
School,Shasta Collegiate Academy,N,Y,Redding,96001-0337,
School,Shasta High,N,Y,Redding,96001-0335,
School,University Preparatory,Y,Y,Redding,96001-0337,
School,Downieville Junior-Senior High,N,Y,Downieville,95936,
School,Loyalton High,N,Y,Loyalton,96118-0037,
School,Sierra Pass (Continuation),N,Y,Loyalton,96118,
School,Tribe of Gad Creative Learning Homeschool,N,N,Montague,96064,
School,Butte Valley High,N,Y,Dorris,96023-0728,
School,Cascade High,N,Y,Dorris,96023-0709,
School,Quintanilla’s Christian Academy,N,N,Yreka,96097-9630,
School,Wisdom Acres,N,N,Dunsmuir,96025-2331,
School,Dunsmuir High,N,Y,Dunsmuir,96025-2202,
School,Johnson Family Homeschool,N,N,Information Redacted,Information Redacted,
School,Etna Union High,N,Y,Etna,96027-0721,
School,Scott River High,N,Y,Etna,96027,
School,Scott Valley Christian Academy,N,N,Fort Jones,96032,
School,Golden Eagle Charter,Y,Y,Mount Shasta,96067-9626,
School,Northern United - Siskiyou Charter,Y,Y,Yreka,96097-3018,
School,Happy Camp High,N,Y,Happy Camp,96039,
School,McCloud High,N,Y,McCloud,95057,
School,Mount Shasta High,N,Y,Mount Shasta,96067-2042,
School,Weed High,N,Y,Weed,96094-2415,
School,Covenant Chapel Bible Academy,N,N,Yreka,96097-9511,
School,Yreka Adventist Christian School,N,N,Yreka,96097-3441,
School,Discovery High,N,Y,Yreka,96097-2359,
School,Yreka High,N,Y,Yreka,96097-2456,
School,Benicia High,N,Y,Benicia,94510-2428,
School,Liberty High,N,Y,Benicia,94510-3437,
School,Chesterton Academy at Valley of the Sacred Heart,N,N,Dixon,95620-3501,
School,Dixon High,N,Y,Dixon,95620-9301,
School,Maine Prairie High (Continuation),N,Y,Dixon,95620-3019,
School,Valley of the Sacred Heart Academy,N,N,Dixon,95620-3501,
School,Angelo Rodriguez High,N,Y,Fairfield,94534-9527,
School,Armijo High,N,Y,Fairfield,94533-5541,
School,Fairfield Christian School,N,N,Fairfield,94533-2346,
School,Fairfield High,N,Y,Fairfield,94533-1626,
School,Public Safety Academy,N,Y,Fairfield,94533-1539,
School,Sem Yeto Continuation High,N,Y,Fairfield,94533-1626,
School,Sullivan Language Immersion Academy,N,Y,Fairfield,94533-3240,
School,Virtual Academy of Fairfield-Suisun,N,Y,Fairfield,94533-4806,
School,Elite Public,Y,Y,Vallejo,94589-2194,
School,Travis Education Center,N,Y,Fairfield,94533-9710,
School,Travis Independent Study,N,Y,Fairfield,94533-9710,
School,Vanden High,N,Y,Fairfield,94533-6513,
School,Bais Rivka,N,N,Vacaville,95688-3934,
School,Bartsch's School of Art,N,N,Vacaville,95687-6214,
School,Buckingham Collegiate Charter Academy,Y,Y,Vacaville,95688-5413,
School,Ernest Kimme Charter Academy,Y,Y,Vacaville,95687-6287,
School,Sierra School of Solano,N,N,Fairfield,94533-5801,
School,The Academy of 21st Century Learning,N,N,Vacaville,95688-3124,
School,Vacaville Christian Schools,N,N,Vacaville,95687-5403,
School,Vacaville High,N,Y,Vacaville,95688-3829,
School,Will C. Wood High,N,Y,Vacaville,95687-5735,
School,Cooper Academy,N,N,Vallejo,94590-7365,
School,Griffin Academy High,Y,Y,Vallejo,94589-2325,
School,Jesse M. Bethel High,N,Y,Vallejo,94591-8367,
School,John Finney High (Continuation),N,Y,Vallejo,94590-2325,
School,Life and Truth Academy,N,N,Vallejo,94591-6343,
School,MIT Academy,Y,Y,Vallejo,94589-1825,
School,Mosaic Christian School,N,N,Vallejo,94589-3227,
School,North Hills Christian School,N,N,Vallejo,94591-4011,
