,School,Public Yes/No,Charter Yes/No,App,Adm,Median income (dollars),Total,none,high,higher,grad
855,Flintridge Sacred Heart Academy,0,0,33.0,20.0,170571,6329,0.006303299962921765,0.06889136077122729,0.4278086763070078,0.36440489432703005
856,St. Francis High School,0,0,36.0,19.0,170571,6329,0.006303299962921765,0.06889136077122729,0.4278086763070078,0.36440489432703005
857,Bishop Amat Memorial High,0,0,19.0,13.0,77740,6819,0.05274146244469852,0.3440373813192822,0.17134761644380375,0.03434905801063777
858,Monterey Bay Academy,0,0,8.0,3.0,76010,23451,0.047936186859530945,0.2559204625689369,0.19266072553098104,0.07888861324733316
859,Bentley School,0,0,41.0,23.0,185950,10830,0.0043409058023440895,0.056817633724014854,0.45468576665219695,0.3361308059615106
860,Saint Joseph High School,0,0,18.0,14.0,108311,8996,0.009296281487405038,0.26004598160735704,0.30327868852459017,0.09551179528188725
861,Loma Linda Academy,0,0,8.0,5.0,59320,8202,0.007904906897763204,0.17911933481672326,0.3533786157629699,0.21091462700550415
862,The Archer School for Girls,0,0,19.0,14.0,133032,16375,0.0013905661067808394,0.05437845354411388,0.43894316975884656,0.3852234054232078
863,Cathedral High School,0,0,31.0,13.0,49905,13558,0.04300750871547332,0.21175248055779028,0.27178868329310807,0.12841914722445696
864,The Episcopal School of Los Angeles,0,0,10.0,9.0,48786,12648,0.05855605048255382,0.22164996288047514,0.3303173719376392,0.07451744617668894
866,Immaculate Heart High School and Middle School,0,0,46.0,27.0,50253,17114,0.037035580892471005,0.1691763318262237,0.4253194417141734,0.13162964419107528
867,Le Lycee Francais de Los Angeles-High,0,0,15.0,11.0,80773,26196,0.018279811363125984,0.11621378845721986,0.42279362227711653,0.2442622950819672
868,Loyola High School of Los Angeles,0,0,85.0,47.0,37375,19149,0.06951070260009491,0.25119264680170844,0.19239703274471115,0.04608237380423109
869,Marlborough School,0,0,16.0,13.0,52775,22528,0.03145646160528542,0.23212856914249136,0.31033536794458544,0.09983311615572778
870,Marymount High School,0,0,22.0,14.0,222982,3008,0.0054771784232365145,0.09112033195020747,0.364149377593361,0.4363485477178423
871,Milken Community School,0,0,27.0,14.0,133032,16375,0.0013905661067808394,0.05437845354411388,0.43894316975884656,0.3852234054232078
872,Ribet Academy,0,0,8.0,6.0,76080,16244,0.03673209056910098,0.21244890267590524,0.3078015829298698,0.1369843156582495
873,Alex Pilibos Armenian,0,0,18.0,16.0,71651,21403,0.02178932561904509,0.16165503330767803,0.42551553915974416,0.18378937869901005
874,"Wildwood School, Inc.",0,0,21.0,12.0,103045,11272,0.007435897435897436,0.09143589743589743,0.41497435897435897,0.3177948717948718
875,Fusion Academy,0,0,6.0,3.0,199063,5239,0.0005957108816521049,0.05430897537728356,0.4445988880063543,0.3876092136616362
876,Santa Catalina School,0,0,7.0,5.0,85765,13947,0.007966299632966299,0.12012012012012012,0.39447781114447783,0.2485402068735402
877,The York School,0,0,15.0,13.0,85765,13947,0.007966299632966299,0.12012012012012012,0.39447781114447783,0.2485402068735402
878,St. Francis High School,0,0,129.0,67.0,139717,14408,0.00741821719567068,0.07296607077708865,0.33231991568365155,0.44233653573310633
879,Justin-Siena,0,0,31.0,21.0,97759,24027,0.030747319034852547,0.20664376675603216,0.32781082439678283,0.1296707439678284
880,Oakwood Secondary,0,0,39.0,21.0,57411,17004,0.024924498781064657,0.16326456354837535,0.44845904741112685,0.0877997307426409
881,Bishop O'Dowd High School,0,0,138.0,97.0,77939,16022,0.025038974261079826,0.2172377589004486,0.28656422003754256,0.17116859151792815
882,The College Preparatory School,0,0,42.0,27.0,169856,7136,0.0004603698304304458,0.048108647279981584,0.41440957569247294,0.4324407273843321
883,Head-Royce School,0,0,48.0,28.0,107208,11532,0.030473637176050044,0.14682752457551385,0.36143878462913315,0.24691689008042894
884,Holy Names High School,0,0,13.0,8.0,169856,7136,0.0004603698304304458,0.048108647279981584,0.41440957569247294,0.4324407273843321
885,Laurel Springs,0,0,41.0,29.0,80685,8117,0.014843087362171332,0.19399006421907186,0.3362413667757179,0.1774506240155095
886,Ojai Valley School,0,0,7.0,4.0,80685,8117,0.014843087362171332,0.19399006421907186,0.3362413667757179,0.1774506240155095
887,Villanova Preparatory School,0,0,16.0,8.0,80685,8117,0.014843087362171332,0.19399006421907186,0.3362413667757179,0.1774506240155095
888,Lutheran High School of Orange County,0,0,34.0,18.0,103040,12934,0.019458454054440747,0.21779876238509138,0.3233537217870301,0.1356368709088958
889,Orinda Academy,0,0,4.0,4.0,231373,7109,0.0029881203993877997,0.029735442023176153,0.45557903942861305,0.4393994606807084
890,Santa Clara High School,0,0,4.0,3.0,68542,16804,0.05661930426261636,0.28799608035276825,0.1437530622243998,0.018402743753062223
891,Xavier College Preparatory High School,0,0,19.0,13.0,66202,12899,0.00659857181596312,0.18543794630751154,0.3329115068245503,0.16722408026755853
892,Kehillah Jewish High School,0,0,19.0,12.0,120754,14360,0.031604487017897656,0.17582556087723722,0.23481220065540712,0.289671036047391
893,St. Genevieve High School,0,0,21.0,11.0,48933,20340,0.06629869989866541,0.2992604730385287,0.19943511351631055,0.02677820659321705
894,La Salle High School,0,0,32.0,20.0,100866,12971,0.020123717798136403,0.12763291833059276,0.3920209850442409,0.25025448281262236
895,Maranatha High School,0,0,28.0,11.0,137637,5410,0.013124427713907824,0.07803438803540544,0.37124834672906704,0.38223623969885034
896,Mayfield Senior School,0,0,17.0,11.0,137637,5410,0.013124427713907824,0.07803438803540544,0.37124834672906704,0.38223623969885034
897,Polytechnic School,0,0,34.0,19.0,84782,10657,0.01072145346994824,0.1379000739410584,0.39104256892362943,0.2795500158445125
898,The Waverly School,0,0,9.0,7.0,137637,5410,0.013124427713907824,0.07803438803540544,0.37124834672906704,0.38223623969885034
899,Westridge School for Girls,0,0,39.0,22.0,137637,5410,0.013124427713907824,0.07803438803540544,0.37124834672906704,0.38223623969885034
900,Pomona Catholic High School,0,0,6.0,6.0,62136,8274,0.04970169123810463,0.29618855086041124,0.15664908042009762,0.039347172230166164
901,Palm Valley School,0,0,5.0,4.0,84891,9637,0.010676156583629894,0.18315539739027284,0.2826809015421115,0.21429418742586
902,Arrowhead Christian Academy-Upper School-Redlands Christian School,0,0,12.0,7.0,81557,12608,0.004921470449779604,0.1678863354303077,0.35079385458124707,0.2409380750631232
903,Salesian High School d/b/a Salesian College Preparatory,0,0,21.0,14.0,63764,14466,0.031398974873651384,0.26413133087207424,0.26026022438080215,0.10849851249148715
904,Notre Dame High School,0,0,14.0,9.0,101670,14660,0.023417582071700607,0.20323565515721884,0.29448238960057915,0.1851059141984829
905,Don Bosco Technical Institute,0,0,9.0,6.0,61394,16887,0.12605375822041753,0.298494946374189,0.24464845301672772,0.043121331155934146
906,Christian Brothers High School,0,0,54.0,30.0,55003,13187,0.04666639777356512,0.2757633202920179,0.2298632678578631,0.08631468559674102
907,Sacramento Country Day School,0,0,19.0,13.0,107115,9767,0.010249803965497928,0.14181695978492215,0.3920129942869945,0.262294163772824
908,St. Francis Catholic High School,0,0,55.0,32.0,113879,8104,0.0024424542964991487,0.10021463992302568,0.44275035156539116,0.2847309599585523
909,Notre Dame High School,0,0,10.0,7.0,72434,10077,0.024567692956558414,0.22864824968367778,0.27904892450442853,0.0984289329396879
910,Palma High School,0,0,14.0,9.0,72434,10077,0.024567692956558414,0.22864824968367778,0.27904892450442853,0.0984289329396879
911,San Domenico High School,0,0,26.0,16.0,148163,6381,0.0017131007122892436,0.06302407357316743,0.48588945992245963,0.31818591650888106
912,Aquinas High School,0,0,12.0,8.0,49799,18056,0.03415000268053396,0.36259582908915455,0.15257599313783304,0.023401061491449097
913,Academy of Our Lady of Peace,0,0,47.0,34.0,78697,16260,0.010558798379001375,0.12499535264155853,0.40562144477079226,0.23184741792764993
914,Children's Creative and Performing Arts Academy,0,0,66.0,32.0,73447,21873,0.010504084921914078,0.12791085422108597,0.4222753292947257,0.1822375368198744
915,San Diego Jewish Academy,0,0,9.0,4.0,157333,20464,0.005519437441953032,0.05328379992039273,0.36383176330104816,0.4634469948255274
916,Archbishop Riordan High School,0,0,27.0,17.0,105340,23090,0.06252951301619217,0.23671343051683955,0.31528279181708785,0.09273560907249158
917,The Bay School of San Francisco,0,0,22.0,9.0,198194,1291,0.0,0.052611940298507465,0.46380597014925373,0.3895522388059702
918,Drew School,0,0,26.0,12.0,125550,17000,0.007690918938436541,0.09637118613468135,0.44220978515977616,0.3122946380213035
